video_name,timestamp_sec,frame_id,vehicle_id,wheel_count,x1,y1,x2,y2
video10.mp4,2.9009405933682375,86,1,0,166,1,708,567
video10.mp4,2.934672460732984,87,1,0,162,0,708,560
video10.mp4,2.9684043280977312,88,1,0,163,0,713,557
video10.mp4,3.0021361954624783,89,1,0,163,-1,714,553
video10.mp4,3.035868062827225,90,1,0,164,-2,713,547
video10.mp4,3.069599930191972,91,1,0,162,-3,709,542
video10.mp4,3.103331797556719,92,1,0,163,-2,710,538
video10.mp4,3.137063664921466,93,1,0,167,0,711,536
video10.mp4,3.170795532286213,94,1,0,163,0,709,537
video10.mp4,3.20452739965096,95,1,0,160,2,709,538
video10.mp4,3.2382592670157067,96,1,0,160,1,712,536
video10.mp4,3.2719911343804537,97,1,0,156,2,711,535
video10.mp4,3.305723001745201,98,1,0,151,0,710,533
video10.mp4,3.339454869109948,99,1,0,150,0,711,532
video10.mp4,3.3731867364746946,100,1,0,150,1,712,532
video10.mp4,3.4069186038394417,101,1,0,147,1,711,530
video10.mp4,3.4406504712041888,102,1,0,148,1,712,529
video10.mp4,3.4743823385689354,103,1,0,151,3,714,533
video10.mp4,3.5081142059336825,104,1,0,141,4,709,536
video10.mp4,3.5418460732984296,105,1,0,148,3,713,535
video10.mp4,3.5755779406631762,106,1,0,147,3,713,536
video10.mp4,3.6093098080279233,107,1,0,146,5,713,540
video10.mp4,3.6430416753926704,108,1,0,145,3,713,539
video10.mp4,3.676773542757417,109,1,0,147,2,714,537
video10.mp4,3.710505410122164,110,1,0,141,2,710,536
video10.mp4,3.7442372774869113,111,1,0,137,2,709,538
video10.mp4,3.777969144851658,112,1,0,137,2,709,537
video10.mp4,3.811701012216405,113,1,0,137,2,710,538
video10.mp4,3.845432879581152,114,1,0,136,3,709,540
video10.mp4,3.8791647469458987,115,1,0,136,1,709,536
video10.mp4,3.912896614310646,116,1,0,135,3,709,538
video10.mp4,3.946628481675393,117,1,0,132,1,709,534
video10.mp4,3.9803603490401396,118,1,0,135,1,711,531
video10.mp4,4.014092216404887,119,1,0,123,0,709,527
video10.mp4,4.047824083769633,120,1,0,128,1,713,529
video10.mp4,4.081555951134381,121,1,0,139,4,718,532
video10.mp4,4.1152878184991275,122,1,0,134,3,715,530
video10.mp4,4.149019685863874,123,1,0,127,3,711,532
video10.mp4,4.182751553228622,124,1,0,132,4,711,534
video10.mp4,4.216483420593368,125,1,0,136,4,713,535
video10.mp4,4.250215287958115,126,1,0,123,5,705,535
video10.mp4,4.2839471553228625,127,1,0,107,2,698,531
video10.mp4,4.317679022687609,128,1,0,98,1,697,530
video10.mp4,4.351410890052356,129,1,0,96,0,698,529
video10.mp4,4.385142757417103,130,1,0,102,0,703,529
video10.mp4,4.41887462478185,131,1,0,101,0,706,528
video10.mp4,4.452606492146597,132,1,0,100,0,706,529
video10.mp4,4.486338359511344,133,1,0,95,0,704,526
video10.mp4,4.520070226876091,134,1,0,92,0,699,523
video10.mp4,4.5538020942408375,135,1,0,79,-2,696,516
video10.mp4,4.587533961605585,136,1,0,75,-3,697,512
video10.mp4,4.621265828970332,137,1,0,66,-2,696,510
video10.mp4,4.654997696335078,138,1,0,65,-2,698,507
video10.mp4,4.688729563699826,139,1,0,63,-2,700,506
video10.mp4,4.7224614310645725,140,1,0,71,-3,704,502
video10.mp4,4.756193298429319,141,1,0,80,-2,707,500
video10.mp4,4.789925165794067,142,1,0,77,-2,707,498
video10.mp4,4.823657033158813,143,1,0,80,-1,711,500
video10.mp4,4.85738890052356,144,1,0,77,-1,711,500
video10.mp4,4.8911207678883075,145,1,0,76,0,709,503
video10.mp4,4.924852635253054,146,1,0,80,1,706,504
video10.mp4,4.958584502617801,147,1,0,74,0,703,504
video10.mp4,4.992316369982548,148,1,0,78,2,705,508
video10.mp4,5.026048237347295,149,1,0,75,4,702,515
video10.mp4,5.059780104712042,150,1,0,73,3,702,517
video10.mp4,5.093511972076789,151,1,0,71,3,701,518
video10.mp4,5.127243839441536,152,1,0,80,3,705,520
video10.mp4,5.1609757068062825,153,1,0,85,4,706,525
video10.mp4,5.19470757417103,154,1,0,81,4,704,528
video10.mp4,5.228439441535777,155,1,0,81,4,705,531
video10.mp4,5.262171308900523,156,1,0,80,4,706,532
video10.mp4,5.295903176265271,157,1,0,84,4,708,535
video10.mp4,5.3296350436300175,158,1,0,78,3,707,534
video10.mp4,5.363366910994764,159,1,0,83,5,709,538
video10.mp4,5.397098778359512,160,1,0,83,8,708,546
video10.mp4,5.430830645724258,161,1,0,87,8,711,545
video10.mp4,5.464562513089005,162,1,0,78,6,708,545
video10.mp4,5.4982943804537525,163,1,0,84,7,712,548
video10.mp4,5.532026247818499,164,1,0,84,6,712,550
video10.mp4,5.565758115183246,165,1,0,82,8,712,554
video10.mp4,5.599489982547993,166,1,0,81,6,712,554
video10.mp4,5.63322184991274,167,1,0,79,6,711,555
video10.mp4,5.666953717277487,168,1,0,80,6,712,557
video10.mp4,5.700685584642234,169,1,0,87,10,710,560
video10.mp4,5.734417452006981,170,1,0,90,6,713,558
video10.mp4,5.7681493193717275,171,1,0,97,4,715,556
video10.mp4,5.801881186736475,172,1,0,101,4,715,556
video10.mp4,5.835613054101222,173,1,0,113,5,714,555
video10.mp4,5.869344921465968,174,1,0,115,6,712,556
video10.mp4,5.903076788830716,175,1,0,109,6,709,555
video10.mp4,5.9368086561954625,176,1,0,114,6,711,555
video10.mp4,5.970540523560209,177,1,0,114,6,712,557
video10.mp4,6.004272390924957,178,1,0,121,5,714,557
video10.mp4,6.038004258289703,179,1,0,125,6,713,559
video10.mp4,6.07173612565445,180,1,0,128,6,713,559
video10.mp4,6.1054679930191975,181,1,0,132,5,714,556
video10.mp4,6.139199860383944,182,1,0,130,6,712,559
video10.mp4,6.172931727748691,183,1,0,124,8,707,560
video10.mp4,6.206663595113438,184,1,0,129,6,712,561
video10.mp4,6.240395462478185,185,1,0,129,3,713,560
video10.mp4,6.274127329842932,186,1,0,130,3,716,562
video10.mp4,6.307859197207679,187,1,0,131,2,717,562
video10.mp4,6.341591064572426,188,1,0,128,1,716,562
video10.mp4,6.3753229319371725,189,1,0,127,2,716,565
video10.mp4,6.40905479930192,190,1,0,127,2,715,568
video10.mp4,6.442786666666667,191,1,0,129,2,716,567
video10.mp4,6.476518534031413,192,1,0,129,1,716,565
video10.mp4,6.510250401396161,193,1,0,131,0,716,562
video10.mp4,6.5439822687609075,194,1,0,135,1,718,565
video10.mp4,6.577714136125654,195,1,0,142,2,720,566
video10.mp4,6.611446003490402,196,1,0,139,1,719,563
video10.mp4,6.645177870855148,197,1,0,137,3,719,568
video10.mp4,6.678909738219896,198,1,0,142,2,721,567
video10.mp4,6.7126416055846425,199,1,0,141,1,720,566
video10.mp4,6.746373472949389,200,1,0,141,2,720,568
video10.mp4,6.780105340314137,201,1,0,147,4,723,573
video10.mp4,6.813837207678883,202,1,0,145,4,721,575
video10.mp4,6.84756907504363,203,1,0,147,5,721,578
video10.mp4,6.8813009424083775,204,1,0,146,5,720,580
video10.mp4,6.915032809773124,205,1,0,147,5,721,583
video10.mp4,6.948764677137871,206,1,0,144,5,719,585
video10.mp4,6.982496544502618,207,1,0,145,4,720,585
video10.mp4,7.016228411867365,208,1,0,147,4,721,586
video10.mp4,7.049960279232112,209,1,0,153,4,721,589
video10.mp4,7.083692146596859,210,1,0,147,2,719,590
video10.mp4,7.117424013961606,211,1,0,143,2,717,590
video10.mp4,7.1511558813263525,212,1,0,143,2,718,593
video10.mp4,7.1848877486911,213,1,0,139,3,717,595
video10.mp4,7.218619616055847,214,1,0,136,3,717,595
video10.mp4,7.252351483420593,215,1,0,131,3,716,597
video10.mp4,7.286083350785341,216,1,0,117,4,712,600
video10.mp4,7.3198152181500875,217,1,0,112,3,713,602
video10.mp4,7.353547085514834,218,1,0,108,3,713,603
video10.mp4,7.387278952879582,219,1,0,105,3,715,604
video10.mp4,7.421010820244328,220,1,0,104,4,716,606
video10.mp4,7.454742687609075,221,1,0,104,5,717,609
video10.mp4,7.4884745549738225,222,1,0,103,4,718,610
video10.mp4,7.522206422338569,223,1,0,103,4,718,611
video10.mp4,7.555938289703316,224,1,0,95,4,716,612
video10.mp4,7.589670157068063,225,1,0,94,4,717,613
video10.mp4,7.62340202443281,226,1,0,94,5,718,616
video10.mp4,7.657133891797557,227,1,0,91,5,717,619
video10.mp4,7.690865759162304,228,1,0,83,5,715,621
video10.mp4,7.724597626527051,229,1,0,86,6,718,625
video10.mp4,7.7583294938917975,230,1,0,90,5,720,626
video10.mp4,7.792061361256545,231,1,0,91,5,720,628
video10.mp4,7.825793228621292,232,1,0,91,4,721,630
video10.mp4,7.859525095986038,233,1,0,93,5,721,632
video10.mp4,7.893256963350786,234,1,0,96,5,722,635
video10.mp4,7.9269888307155325,235,1,0,97,5,722,637
video10.mp4,7.960720698080279,236,1,0,101,6,723,639
video10.mp4,7.994452565445027,237,1,0,96,9,720,646
video10.mp4,8.028184432809773,238,1,0,86,10,716,652
video10.mp4,8.06191630017452,239,1,0,82,10,716,657
video10.mp4,8.095648167539267,240,1,0,88,8,720,657
video10.mp4,8.129380034904013,241,1,0,108,6,728,659
video10.mp4,8.163111902268762,242,1,0,115,4,728,662
video10.mp4,8.196843769633508,243,1,0,97,4,718,665
video10.mp4,8.230575636998255,244,1,0,101,4,720,667
video10.mp4,8.264307504363002,245,1,0,113,4,726,671
video10.mp4,8.298039371727748,246,1,0,131,4,731,676
video10.mp4,8.331771239092495,247,1,0,130,4,727,679
video10.mp4,8.365503106457243,248,1,0,129,4,724,683
video10.mp4,8.39923497382199,249,1,0,123,3,720,685
video10.mp4,8.432966841186737,250,1,0,119,4,719,689
video10.mp4,8.466698708551483,251,1,0,115,4,718,693
video10.mp4,8.50043057591623,252,1,0,115,5,719,699
video10.mp4,8.534162443280977,253,1,0,113,5,719,703
video10.mp4,8.567894310645725,254,1,0,107,5,717,705
video10.mp4,8.601626178010472,255,1,0,108,5,719,710
video10.mp4,8.635358045375218,256,1,0,111,5,720,714
video10.mp4,8.669089912739965,257,1,0,113,5,721,719
video10.mp4,8.702821780104712,258,1,0,107,4,719,722
video10.mp4,8.736553647469458,259,1,0,112,5,721,727
video10.mp4,8.770285514834207,260,1,0,107,6,719,736
video10.mp4,8.804017382198953,261,1,0,101,6,716,741
video10.mp4,8.8377492495637,262,1,0,95,7,715,747
video10.mp4,8.871481116928447,263,1,0,90,7,714,754
video10.mp4,8.905212984293193,264,1,0,81,8,712,764
video10.mp4,8.938944851657942,265,1,0,79,10,713,774
video10.mp4,8.972676719022688,266,1,0,84,12,718,784
video10.mp4,9.006408586387435,267,1,0,88,12,720,791
video10.mp4,9.040140453752182,268,1,1,88,14,720,805
video10.mp4,9.073872321116928,269,1,0,93,16,723,819
video10.mp4,9.107604188481675,270,1,2,98,15,724,826
video10.mp4,9.141336055846423,271,1,0,99,15,724,838
video10.mp4,9.17506792321117,272,1,0,100,16,723,854
video10.mp4,9.208799790575917,273,1,0,100,17,722,870
video10.mp4,9.478654729493892,281,1,1,59,-50,723,654
video10.mp4,10.119560209424083,300,1,0,23,-58,714,561
video10.mp4,10.153292076788832,301,1,0,9,-49,714,523
video10.mp4,10.187023944153578,302,1,0,5,8,716,613
video10.mp4,10.220755811518325,303,1,0,2,17,716,637
video10.mp4,10.254487678883072,304,1,0,0,-1,717,599
video10.mp4,10.288219546247818,305,1,0,0,-6,717,580
video10.mp4,10.321951413612565,306,1,0,-1,8,718,606
video10.mp4,10.355683280977313,307,1,0,-1,18,718,629
video10.mp4,10.524342617801047,312,1,0,-4,-19,721,546
video10.mp4,10.591806352530542,314,1,0,-4,-26,722,507
video10.mp4,11.401371169284468,338,2,0,178,302,352,466
video10.mp4,11.435103036649215,339,2,0,181,305,355,469
video10.mp4,11.468834904013962,340,2,0,184,308,359,471
video10.mp4,11.502566771378708,341,2,0,184,301,369,472
video10.mp4,11.536298638743455,342,2,0,183,303,369,473
video10.mp4,11.570030506108203,343,2,0,184,297,374,472
video10.mp4,11.60376237347295,344,2,0,184,301,372,473
video10.mp4,11.637494240837697,345,2,0,182,303,371,475
video10.mp4,11.671226108202443,346,2,0,183,303,370,475
video10.mp4,11.70495797556719,347,2,0,184,302,370,475
video10.mp4,11.738689842931937,348,2,0,186,303,370,475
video10.mp4,11.772421710296685,349,2,0,188,305,371,476
video10.mp4,11.806153577661432,350,2,0,191,305,373,475
video10.mp4,11.839885445026178,351,2,0,192,305,373,475
video10.mp4,11.873617312390925,352,2,0,194,307,374,475
video10.mp4,11.907349179755672,353,2,0,193,311,374,480
video10.mp4,12.04227664921466,357,2,0,182,299,382,479
video10.mp4,12.076008516579407,358,2,0,180,299,384,483
video10.mp4,12.109740383944153,359,2,0,177,299,386,484
video10.mp4,12.1434722513089,360,2,0,179,301,389,486
video10.mp4,12.177204118673648,361,2,0,179,299,394,488
video10.mp4,12.210935986038395,362,2,0,179,298,397,490
video10.mp4,12.244667853403142,363,2,0,181,295,399,486
video10.mp4,12.278399720767888,364,2,1,182,295,406,487
video10.mp4,12.312131588132635,365,2,0,184,296,415,490
video10.mp4,12.345863455497382,366,2,0,178,292,410,491
video10.mp4,12.37959532286213,367,2,0,176,290,410,492
video10.mp4,12.413327190226877,368,2,0,176,289,411,493
video10.mp4,12.447059057591623,369,2,0,177,287,414,493
video10.mp4,12.48079092495637,370,2,0,177,287,415,494
video10.mp4,12.514522792321117,371,2,0,175,287,414,494
video10.mp4,12.548254659685863,372,2,0,176,288,418,495
video10.mp4,12.581986527050612,373,2,0,173,288,418,497
video10.mp4,12.615718394415358,374,2,0,172,286,418,497
video10.mp4,12.649450261780105,375,2,0,172,287,420,498
video10.mp4,12.683182129144852,376,2,0,171,286,421,497
video10.mp4,12.716913996509598,377,2,0,172,285,423,495
video10.mp4,12.750645863874345,378,2,0,172,284,426,494
video10.mp4,12.784377731239093,379,2,0,173,285,426,495
video10.mp4,12.81810959860384,380,2,0,176,284,430,495
video10.mp4,12.851841465968587,381,2,0,179,284,432,495
video10.mp4,12.885573333333333,382,2,0,183,285,435,497
video10.mp4,12.91930520069808,383,2,0,187,284,437,498
video10.mp4,12.953037068062827,384,2,0,189,284,438,500
video10.mp4,12.986768935427575,385,2,0,191,285,439,503
video10.mp4,13.020500802792322,386,2,0,191,286,438,506
video10.mp4,13.054232670157068,387,2,0,193,288,441,507
video10.mp4,13.087964537521815,388,2,0,198,287,445,507
video10.mp4,13.121696404886562,389,2,0,200,286,448,507
video10.mp4,13.155428272251308,390,2,0,201,286,447,507
video10.mp4,13.189160139616057,391,2,0,201,286,447,509
video10.mp4,13.222892006980803,392,2,0,200,287,448,511
video10.mp4,13.25662387434555,393,2,0,196,288,449,513
video10.mp4,13.290355741710297,394,2,0,197,286,453,514
video10.mp4,13.324087609075043,395,2,0,193,286,451,516
video10.mp4,13.357819476439792,396,2,0,190,286,452,518
video10.mp4,13.391551343804538,397,2,0,186,285,459,519
video10.mp4,13.425283211169285,398,2,0,188,282,462,520
video10.mp4,13.459015078534032,399,2,0,184,282,456,521
video10.mp4,13.492746945898778,400,2,0,190,281,468,522
video10.mp4,13.526478813263525,401,5,0,179,277,491,523
video10.mp4,13.560210680628273,402,5,0,163,278,487,527
video10.mp4,13.59394254799302,403,5,0,129,273,481,534
video10.mp4,13.627674415357767,404,5,0,153,278,487,533
video10.mp4,13.661406282722513,405,5,0,150,277,483,532
video10.mp4,13.69513815008726,406,5,0,146,277,482,533
video10.mp4,13.728870017452007,407,5,0,144,280,488,538
video10.mp4,13.762601884816755,408,5,0,148,282,491,540
video10.mp4,13.796333752181502,409,5,0,169,283,501,541
video10.mp4,13.897529354275742,412,7,0,179,284,488,542
video10.mp4,13.931261221640488,413,7,0,161,282,479,540
video10.mp4,13.964993089005237,414,7,0,167,281,481,541
video10.mp4,13.998724956369983,415,7,0,164,280,482,541
video10.mp4,14.03245682373473,416,7,0,178,281,492,540
video10.mp4,14.066188691099477,417,7,0,176,282,494,542
video10.mp4,14.099920558464223,418,8,0,181,281,487,545
video10.mp4,14.099920558464223,418,7,0,179,284,492,543
video10.mp4,14.13365242582897,419,8,0,183,280,490,547
video10.mp4,14.13365242582897,419,7,0,181,282,493,543
video10.mp4,14.167384293193718,420,8,1,169,282,488,552
video10.mp4,14.167384293193718,420,7,0,171,283,488,545
video10.mp4,14.201116160558465,421,8,1,176,280,492,552
video10.mp4,14.201116160558465,421,7,0,178,282,493,545
video10.mp4,14.234848027923212,422,8,1,180,278,493,551
video10.mp4,14.234848027923212,422,7,0,182,280,494,544
video10.mp4,14.268579895287958,423,8,1,180,275,491,551
video10.mp4,14.268579895287958,423,7,0,183,278,493,544
video10.mp4,14.302311762652705,424,8,0,180,274,491,551
video10.mp4,14.302311762652705,424,7,0,182,276,493,545
video10.mp4,14.336043630017452,425,8,0,180,274,492,552
video10.mp4,14.336043630017452,425,7,0,184,277,495,546
video10.mp4,14.3697754973822,426,8,1,184,276,495,554
video10.mp4,14.3697754973822,426,7,0,188,279,499,549
video10.mp4,14.403507364746947,427,8,1,185,277,496,554
video10.mp4,14.403507364746947,427,7,0,190,279,499,549
video10.mp4,14.437239232111693,428,8,1,191,278,502,555
video10.mp4,14.437239232111693,428,7,0,196,280,503,551
video10.mp4,14.47097109947644,429,8,0,198,278,505,554
video10.mp4,14.47097109947644,429,7,0,198,281,505,552
video10.mp4,14.504702966841187,430,8,0,200,279,506,555
video10.mp4,14.504702966841187,430,7,0,198,282,507,552
video10.mp4,14.538434834205933,431,8,1,195,279,504,557
video10.mp4,14.538434834205933,431,7,0,195,281,508,553
video10.mp4,14.572166701570682,432,8,0,198,279,506,556
video10.mp4,14.572166701570682,432,7,0,197,282,509,553
video10.mp4,14.605898568935428,433,8,0,199,278,507,556
video10.mp4,14.605898568935428,433,7,0,195,281,509,554
video10.mp4,14.639630436300175,434,8,1,192,279,506,558
video10.mp4,14.639630436300175,434,7,0,192,281,509,555
video10.mp4,14.673362303664922,435,8,0,195,280,505,559
video10.mp4,14.673362303664922,435,7,0,189,282,505,557
video10.mp4,14.707094171029668,436,8,1,196,278,504,558
video10.mp4,14.707094171029668,436,7,0,188,280,504,557
video10.mp4,14.740826038394415,437,8,1,198,278,505,558
video10.mp4,14.740826038394415,437,7,0,190,279,505,557
video10.mp4,14.774557905759163,438,8,0,198,278,505,558
video10.mp4,14.774557905759163,438,7,0,191,279,507,557
video10.mp4,14.80828977312391,439,8,1,199,278,505,558
video10.mp4,14.80828977312391,439,7,0,195,279,507,555
video10.mp4,14.842021640488657,440,8,0,200,278,504,556
video10.mp4,14.842021640488657,440,7,0,196,279,506,554
video10.mp4,14.875753507853403,441,8,0,203,280,506,556
video10.mp4,14.90948537521815,442,8,0,203,282,506,554
video10.mp4,14.943217242582897,443,8,0,202,282,506,553
video10.mp4,14.976949109947645,444,8,0,204,281,508,552
video10.mp4,15.010680977312392,445,8,0,203,280,509,552
video10.mp4,15.044412844677138,446,8,0,206,276,509,550
video10.mp4,15.078144712041885,447,8,0,204,276,510,549
video10.mp4,15.111876579406632,448,8,0,200,278,508,549
video10.mp4,15.145608446771378,449,8,0,199,279,507,549
video10.mp4,15.179340314136127,450,8,0,200,280,509,548
video10.mp4,15.213072181500873,451,8,0,195,279,510,548
video10.mp4,15.24680404886562,452,8,0,186,278,511,549
video10.mp4,15.280535916230367,453,8,0,177,276,510,549
video10.mp4,15.314267783595113,454,10,0,188,272,536,546
video10.mp4,15.314267783595113,454,8,0,184,275,521,548
video10.mp4,15.34799965095986,455,10,0,188,271,535,545
video10.mp4,15.34799965095986,455,8,0,184,275,523,549
video10.mp4,15.381731518324608,456,10,0,192,272,536,546
video10.mp4,15.381731518324608,456,8,0,187,275,523,549
video10.mp4,15.415463385689355,457,10,0,197,271,542,546
video10.mp4,15.415463385689355,457,8,0,191,276,526,549
video10.mp4,15.449195253054102,458,10,0,200,270,548,548
video10.mp4,15.449195253054102,458,8,0,196,274,536,548
video10.mp4,15.482927120418848,459,10,0,200,270,547,547
video10.mp4,15.482927120418848,459,8,0,195,275,531,549
video10.mp4,15.516658987783595,460,10,0,203,273,545,547
video10.mp4,15.516658987783595,460,8,0,199,276,534,548
video10.mp4,15.550390855148342,461,10,0,204,274,540,547
video10.mp4,15.550390855148342,461,8,0,200,277,533,548
video10.mp4,15.58412272251309,462,10,0,201,276,542,546
video10.mp4,15.58412272251309,462,8,0,198,278,529,548
video10.mp4,15.617854589877837,463,10,0,198,273,544,545
video10.mp4,15.617854589877837,463,8,0,196,277,531,547
video10.mp4,15.651586457242583,464,10,0,187,275,531,548
video10.mp4,15.651586457242583,464,8,0,194,276,527,548
video10.mp4,15.68531832460733,465,10,0,188,275,534,549
video10.mp4,15.68531832460733,465,8,0,188,279,527,552
video10.mp4,15.719050191972077,466,10,0,178,276,528,550
video10.mp4,15.719050191972077,466,8,1,177,280,523,553
video10.mp4,15.752782059336823,467,10,0,176,280,524,552
video10.mp4,15.752782059336823,467,8,0,179,281,523,555
video10.mp4,15.786513926701572,468,10,0,187,281,525,553
video10.mp4,15.786513926701572,468,8,0,185,282,524,555
video10.mp4,15.820245794066318,469,10,0,192,282,525,553
video10.mp4,15.820245794066318,469,8,0,195,281,525,555
video10.mp4,15.853977661431065,470,10,0,190,284,523,556
video10.mp4,15.853977661431065,470,8,0,195,282,522,557
video10.mp4,15.887709528795812,471,10,0,193,285,523,556
video10.mp4,15.887709528795812,471,8,0,194,280,522,555
video10.mp4,15.921441396160558,472,10,1,195,284,524,555
video10.mp4,15.921441396160558,472,8,1,199,281,525,555
video10.mp4,15.955173263525305,473,10,0,188,283,520,553
video10.mp4,15.955173263525305,473,8,1,192,282,520,556
video10.mp4,15.988905130890053,474,10,0,191,284,522,554
video10.mp4,15.988905130890053,474,8,0,196,281,522,554
video10.mp4,16.0226369982548,475,10,0,188,283,522,554
video10.mp4,16.0226369982548,475,8,0,194,279,525,552
video10.mp4,16.056368865619547,476,10,1,180,282,521,554
video10.mp4,16.056368865619547,476,8,0,187,277,524,550
video10.mp4,16.090100732984293,477,10,1,172,282,521,554
video10.mp4,16.090100732984293,477,8,0,178,277,520,550
video10.mp4,16.12383260034904,478,10,0,184,280,528,550
video10.mp4,16.12383260034904,478,8,0,188,276,531,547
video10.mp4,16.157564467713787,479,10,0,187,281,529,551
video10.mp4,16.157564467713787,479,8,0,193,275,534,546
video10.mp4,16.191296335078533,480,10,1,183,281,527,552
video10.mp4,16.191296335078533,480,8,0,185,276,527,547
video10.mp4,16.22502820244328,481,10,1,189,279,531,550
video10.mp4,16.22502820244328,481,8,0,186,275,532,546
video10.mp4,16.258760069808027,482,10,0,192,279,535,549
